specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,baseline_temp,correction,s_tensor,aniso_type,NLT_beta
SWO-05D,SWO-05D,SWO,1.85714e-08,3.421291842838111e-07,9.839982853249337e-09,6.149989283738547e-09,1.4499974731621433e-08,2.613000656615773e-08,7.3800036145491475e-09,3.410500506409694e-07,7.939581971956014e-10,1.4798376302699026e-08,4.714285714e-05,P,673.0,773.0,1,,,
SWO-05D,SWO-05D,SWO,3.130703e-07,2.8017905908243227e-08,2.0500001333024752e-07,9.20000059620343e-08,2.1800001417356377e-07,4.761164647340697e-14,-9.999781713641468e-10,2.8000055270261506e-08,1.338427533645746e-08,1.919020888352385e-08,4.714285714e-05,T,393.0,393.0,1,,,
SWO-05D,SWO-05D,SWO,2.609637e-07,5.318590295975372e-08,1.6860000334908888e-07,8.530000170863437e-08,1.8000000360245606e-07,2.7000008085093125e-09,-4.799999775103953e-09,5.290000256557074e-08,1.115663163711372e-08,1.6160347735538803e-08,4.714285714e-05,T,453.0,453.0,1,,,
SWO-05D,SWO-05D,SWO,2.008316e-07,8.020765926928797e-08,1.246999869437231e-07,6.89999927824891e-08,1.4149998519721388e-07,5.300037669158565e-09,4.600019799506213e-09,7.990005021279928e-08,8.585884482371181e-09,1.2506340088327116e-08,4.714285714e-05,T,513.0,513.0,1,,,
SWO-05D,SWO-05D,SWO,1.372972e-07,1.4934164860240293e-07,8.55000252347312e-08,4.5100013305308944e-08,9.750002878236132e-08,9.700011077082304e-09,-2.799992927974708e-09,1.4899999272480307e-07,5.8696833513899825e-09,8.81848089898094e-09,4.714285714e-05,T,573.0,573.0,1,,,
SWO-05D,SWO-05D,SWO,6.55068e-08,2.609812891657069e-07,2.7200002685648805e-08,1.4900001473000674e-08,5.770000568670055e-08,2.3199984841168195e-08,4.9999920331850444e-09,2.5989996936827826e-07,2.8005245071482396e-09,3.1353335810152695e-09,4.714285714e-05,T,633.0,633.0,1,,,
SWO-05D,SWO-05D,SWO,4.4678100000000004e-08,4.734465011984501e-07,8.000005248125577e-09,3.7000024280226503e-09,4.380002874054525e-08,3.912999499986957e-08,2.0979997232508958e-08,4.713600245083243e-07,1.9100629855651594e-09,3.086844678011407e-10,4.714285714e-05,T,723.0,723.0,1,,,
SWO-06A,SWO-06A,SWO,1.58552e-08,0.0,1.5680030158937995e-08,2.2000042293473716e-10,2.3400045018553723e-09,0.0,0.0,0.0,6.778361355727461e-10,0.0,5.298165138e-05,ZI,273.0,,1,,,
SWO-06A,SWO-06A,SWO,1.5538400000000002e-08,1.2763596930586593e-09,1.5349976939603604e-08,9.899985117690195e-10,2.199996695527687e-09,8.999815352590176e-11,-6.899989960230452e-10,1.0699980298645007e-09,6.642924093662369e-10,9.394513347072324e-10,5.298165138e-05,ZI,363.0,,1,,,
SWO-06A,SWO-06A,SWO,1.5026e-08,2.4478785329316686e-09,1.4839992638587001e-08,1.0299994879410347e-09,2.119998948472559e-09,-1.199825372889866e-10,-1.609999887073511e-09,1.8400037680278477e-09,6.423864582670722e-10,9.084716415661116e-10,5.298165138e-05,ZI,393.0,,1,,,
SWO-06A,SWO-06A,SWO,1.42299e-08,2.0193527224074213e-09,1.3979967344360068e-08,1.4099967052898236e-09,2.2499947448156235e-09,-2.499912771088071e-10,-7.199979085920109e-10,1.8699980723217072e-09,6.083518609406769e-10,8.603394524372164e-10,5.298165138e-05,ZI,423.0,,1,,,
SWO-06A,SWO-06A,SWO,1.33921e-08,2.7935672294696426e-09,1.3160008893444236e-08,1.4000009467596978e-09,2.0500013862289514e-09,-8.005571315996463e-11,-9.100026996077226e-10,2.6399818247601255e-09,5.725345193503566e-10,8.096860821920356e-10,5.298165138e-05,ZI,453.0,,1,,,
SWO-06A,SWO-06A,SWO,1.23792e-08,3.257917308652375e-09,1.2199955921278595e-08,1.0099963500564035e-09,1.8399933510021417e-09,-1.79998544199775e-10,-2.899989036401018e-10,3.239988634237817e-09,5.292313619179915e-10,7.484461696576075e-10,5.298165138e-05,ZI,483.0,,1,,,
SWO-06A,SWO-06A,SWO,1.12507e-08,4.474929364045195e-09,1.1110006604279082e-08,8.800005237097458e-10,1.5400009159561396e-09,-3.3000727732909885e-10,4.4999939330988285e-10,4.439998711275095e-09,4.809861124734027e-10,6.80217083572997e-10,5.298165138e-05,ZI,513.0,,1,,,
SWO-06A,SWO-06A,SWO,1.0386e-08,5.1053898815362834e-09,1.0280004574346547e-08,5.600002488181351e-10,1.3700006104880798e-09,-5.000387306769263e-10,-4.600005982192442e-10,5.059976932749201e-09,4.440187512020373e-10,6.279373398978862e-10,5.298165138e-05,ZI,543.0,,1,,,
SWO-06A,SWO-06A,SWO,9.126e-09,6.2344719584765926e-09,9.010047384900655e-09,7.000036820336837e-10,1.270006679897464e-09,-1.9002761423484427e-10,-8.000039062701971e-10,6.180010020769513e-09,3.9015165833523904e-10,5.51757766600049e-10,5.298165138e-05,ZI,573.0,,1,,,
SWO-06A,SWO-06A,SWO,7.1994000000000014e-09,7.801344328262517e-09,7.100004134119809e-09,3.8000022131846425e-10,1.1300006580881075e-09,-3.200151966254687e-10,-4.800000577756742e-10,7.779984803749803e-09,3.077863082422442e-10,4.3527557142892766e-10,5.298165138e-05,ZI,603.0,,1,,,
SWO-06A,SWO-06A,SWO,5.8241e-09,9.091146584486344e-09,5.719978146336145e-09,2.7999893025356193e-10,1.0599959502251848e-09,-2.699786346925809e-10,3.6000101223517886e-10,9.080003140341797e-09,2.4898994886152374e-10,3.5212496257455027e-10,5.298165138e-05,ZI,633.0,,1,,,
SWO-06A,SWO-06A,SWO,3.9273999999999995e-09,1.3935470358910061e-08,3.840033703947473e-09,1.5000131632969763e-10,8.100071096273185e-10,-2.6002570236258247e-10,-2.9000162936902126e-10,1.3930025836771986e-08,1.6790287343259014e-10,2.374505207697822e-10,5.298165138e-05,ZI,673.0,,1,,,
SWO-06A,SWO-06A,SWO,2.1433e-09,2.790044136942577e-08,2.0250453814824895e-09,1.0000224067416862e-11,7.020157323415476e-10,-2.2504272047454183e-10,2.900002194976376e-10,2.789802652976403e-08,9.162963503286409e-11,1.2958387257877328e-10,5.298165138e-05,ZI,723.0,,1,,,
SWO-06A,SWO-06A,SWO,1.8403e-09,4.049030076095281e-08,1.4460085584999064e-09,1.920011364736502e-10,1.1220066409508678e-09,-8.460080754089921e-10,-2.892003310193886e-09,4.037802673364049e-08,7.867588174822927e-11,1.112644990000077e-10,5.298165138e-05,ZI,773.0,,1,,,
SWO-06A,SWO-06A,SWO,1.2007e-09,8.044072716975567e-08,8.310246397712315e-10,-5.3001571505200986e-11,8.650256478920576e-10,1.6897536846910406e-10,-9.469984367353529e-10,8.043497515934682e-08,5.1331919369178334e-11,7.259429655453417e-11,5.298165138e-05,ZI,833.0,,1,,,
SWO-06A,SWO-06A,SWO,1.5538400000000002e-08,1.2529205608375442e-09,1.5349976939603604e-08,9.899985117690195e-10,2.199996695527687e-09,-1.2994627605631347e-10,-1.9999486560999543e-10,1.2300105490759836e-09,6.642924093662369e-10,6.127039800310262e-10,5.298165138e-05,P,363.0,423.0,1,,,
SWO-06A,SWO-06A,SWO,1.42299e-08,2.2815974899000913e-09,1.3979967344360068e-08,1.4099967052898236e-09,2.2499947448156235e-09,-1.1998202139320103e-10,9.299994582740498e-10,2.0799981798239086e-09,6.083518609406769e-10,5.492476896007177e-10,5.298165138e-05,P,423.0,483.0,1,,,
SWO-06A,SWO-06A,SWO,1.23792e-08,3.7125051221846136e-09,1.2199955921278595e-08,1.0099963500564035e-09,1.8399933510021417e-09,-1.1997608908495398e-10,-3.8999977242678755e-10,3.690013576912953e-09,5.292313619179915e-10,4.852997550688472e-10,5.298165138e-05,P,483.0,543.0,1,,,
SWO-06A,SWO-06A,SWO,1.0386e-08,5.382967314420394e-09,1.0280004574346547e-08,5.600002488181351e-10,1.3700006104880798e-09,-1.3997927829119922e-10,-1.0999925744091464e-10,5.380022590392147e-09,4.440187512020373e-10,4.0759006085933984e-10,5.298165138e-05,P,543.0,603.0,1,,,
SWO-06A,SWO-06A,SWO,7.1994000000000014e-09,7.413829159747701e-09,7.100004134119809e-09,3.8000022131846425e-10,1.1300006580881075e-09,-4.500354823944931e-10,4.9998579009114e-11,7.3999885821944565e-09,3.077863082422442e-10,3.7983140736853653e-10,5.298165138e-05,P,603.0,673.0,1,,,
SWO-06A,SWO-06A,SWO,3.9273999999999995e-09,1.8187284810361904e-08,3.840033703947473e-09,1.5000131632969763e-10,8.100071096273185e-10,-6.860102812965171e-10,-4.820004790802595e-10,1.816794964230534e-08,1.6790287343259014e-10,8.254105941972709e-10,5.298165138e-05,P,673.0,773.0,1,,,
SWO-06A,SWO-06A,SWO,1.4896600000000001e-08,2.4478785329316686e-09,1.4739966507818317e-08,1.3999968207837923e-10,2.149995115671719e-09,-1.199825372889866e-10,-1.609999887073511e-09,1.8400037680278477e-09,6.368543933329741e-10,9.084716415661116e-10,5.298165138e-05,T,393.0,393.0,1,,,
SWO-06A,SWO-06A,SWO,1.31853e-08,2.7935672294696426e-09,1.3009971417042875e-08,8.199981980900019e-10,1.9799956497064696e-09,-8.005571315996463e-11,-9.100026996077226e-10,2.6399818247601255e-09,5.636934758544408e-10,8.096860821920356e-10,5.298165138e-05,T,453.0,453.0,1,,,
SWO-06A,SWO-06A,SWO,1.1031800000000002e-08,4.474929364045195e-09,1.0909987057031138e-08,2.1999973841544744e-10,1.6199980773168405e-09,-3.3000727732909885e-10,4.4999939330988285e-10,4.439998711275095e-09,4.716277738793217e-10,6.80217083572997e-10,5.298165138e-05,T,513.0,513.0,1,,,
SWO-06A,SWO-06A,SWO,8.789e-09,6.2344719584765926e-09,8.580028934736001e-09,8.600029006126862e-10,1.7000057323523286e-09,-1.9002761423484427e-10,-8.000039062701971e-10,6.180010020769513e-09,3.7574434857642075e-10,5.51757766600049e-10,5.298165138e-05,T,573.0,573.0,1,,,
SWO-06A,SWO-06A,SWO,5.7148e-09,9.091146584486344e-09,5.389953710338897e-09,4.2999630737544935e-10,1.8499841123770327e-09,-2.699786346925809e-10,3.6000101223517886e-10,9.080003140341797e-09,2.4431719231363403e-10,3.5212496257455027e-10,5.298165138e-05,T,633.0,633.0,1,,,
SWO-06A,SWO-06A,SWO,7.838500000000001e-09,2.790044136942577e-08,1.8399997339026471e-09,3.79999945032758e-10,7.609998900854934e-09,-2.2504272047454183e-10,2.900002194976376e-10,2.789802652976403e-08,3.351088947907924e-10,1.2958387257877328e-10,5.298165138e-05,T,723.0,723.0,1,,,
SWO-06A,SWO-06A,SWO,2.1036e-09,8.044072716975567e-08,8.650022441808688e-10,-1.5800040995921213e-10,1.9110049576112516e-09,1.6897536846910406e-10,-9.469984367353529e-10,8.043497515934682e-08,8.99323940909499e-11,7.259429655453417e-11,5.298165138e-05,T,833.0,833.0,1,,,
SWO-06B,SWO-06B,SWO,2.10207e-11,0.0,2.0629998330989798e-11,-1.6299998674992198e-12,3.689999699906569e-12,0.0,0.0,0.0,8.986698404961164e-13,0.0,5.607476636e-05,ZI,273.0,,1,,,
SWO-06B,SWO-06B,SWO,2.04863e-11,1.9859470476920513e-12,2.0189958812888488e-11,-1.4599970214842143e-12,3.1499935747749956e-12,-3.1999454191811526e-13,-3.5285290948825985e-19,1.9599972370846e-12,8.758233528548331e-13,1.2386012638503818e-12,5.607476636e-05,ZI,423.0,,1,,,
SWO-06B,SWO-06B,SWO,1.93184e-11,2.8255998920327207e-12,1.9000014727748767e-11,-1.400001084290974e-12,3.2000024795793667e-12,-5.999963574024298e-13,7.999976499642459e-14,2.7600034707513786e-12,8.258936879666318e-13,1.1679900546007436e-12,5.607476636e-05,ZI,473.0,,1,,,
SWO-06B,SWO-06B,SWO,1.83826e-11,3.1843122862486784e-12,1.8099978112883452e-11,-1.4199982843638518e-12,2.8799965183214466e-12,-1.4996210143319835e-13,6.999708005277637e-14,3.180008885722194e-12,7.858866835977827e-13,1.1114116064323977e-12,5.607476636e-05,ZI,498.0,,1,,,
SWO-06B,SWO-06B,SWO,1.75301e-11,3.780021108742227e-12,1.7289952345434686e-11,-1.1799967463772948e-12,2.6399927236900774e-12,-9.986230007567097e-15,-1.000092033259286e-14,3.779994687739594e-12,7.49440892590683e-13,1.059869474498742e-12,5.607476636e-05,ZI,523.0,,1,,,
SWO-06B,SWO-06B,SWO,1.66016e-11,4.576350078987747e-12,1.636999176065191e-11,-9.899995022405384e-13,2.5799987018896076e-12,-3.099995147680357e-13,-3.7999983542487915e-13,4.549997853996396e-12,7.097459753471733e-13,1.0037323841756928e-12,5.607476636e-05,ZI,548.0,,1,,,
SWO-06B,SWO-06B,SWO,1.5664e-11,4.9686011268883494e-12,1.5449971538370784e-11,-1.1299979189957234e-12,2.3199957255559625e-12,-4.699760659176781e-13,2.4999818574169716e-13,4.940002081245167e-12,6.696620179885146e-13,9.470451080454927e-13,5.607476636e-05,ZI,573.0,,1,,,
SWO-06B,SWO-06B,SWO,1.4336799999999998e-11,5.672900603825659e-12,1.409004573110639e-11,-1.120003636256286e-12,2.400007789592202e-12,-4.000373542958249e-13,5.70003298604005e-13,5.629997123945454e-12,6.129220135021537e-13,8.66802624171771e-13,5.607476636e-05,ZI,598.0,,1,,,
SWO-06B,SWO-06B,SWO,1.33508e-11,6.026181974708419e-12,1.303001683705733e-11,-1.4000018097005118e-12,2.5500032938876225e-12,-5.000322981932123e-13,4.3000300725789863e-13,5.989986169167124e-12,5.707688757508338e-13,8.071890850672731e-13,5.607476636e-05,ZI,623.0,,1,,,
SWO-06B,SWO-06B,SWO,1.20022e-11,7.468167212827388e-12,1.1810008396588445e-11,-8.10000576551775e-13,1.9800014087106703e-12,-5.200317251459383e-13,-2.9997686878011375e-14,7.449979104827993e-12,5.131139857189575e-13,7.256527576470643e-13,5.607476636e-05,ZI,648.0,,1,,,
SWO-06B,SWO-06B,SWO,1.10371e-11,8.22408661118099e-12,1.0829994506252871e-11,-7.799996050304994e-13,1.9799989951221986e-12,-4.799820588470806e-13,-3.000136979656651e-14,8.210013259989393e-12,4.718543576826503e-13,6.673028320996495e-13,5.607476636e-05,ZI,673.0,,1,,,
SWO-06B,SWO-06B,SWO,9.8257e-12,9.46243064856011e-12,9.599999030091893e-12,-8.799999116303128e-13,1.8999998073066623e-12,-7.100126926241727e-13,3.300007561818328e-13,9.429982781322651e-12,4.200649955407142e-13,5.940616137718717e-13,5.607476636e-05,ZI,713.0,,1,,,
SWO-06B,SWO-06B,SWO,8.4747e-12,1.1054428866674962e-11,8.18000228325937e-12,-8.400002339024243e-13,2.0500005714426983e-12,-5.200020736512258e-13,2.2000021649546466e-13,1.1039999787885734e-11,3.6230750152242493e-13,5.123801824025241e-13,5.607476636e-05,ZI,753.0,,1,,,
SWO-06B,SWO-06B,SWO,7.0497e-12,1.5579608358843677e-11,6.779991138795295e-12,-5.19999319976981e-13,1.8599975685685035e-12,-7.799772296198676e-13,2.9998184195626104e-14,1.5560042809875917e-11,3.013863845897364e-13,4.262247126013988e-13,5.607476636e-05,ZI,793.0,,1,,,
SWO-06B,SWO-06B,SWO,5.6768e-12,2.3297593625809492e-11,5.420004897626235e-12,-4.000003618967443e-13,1.6400014817646052e-12,-1.3200123129051508e-12,-9.999873393356308e-14,2.3259953493082257e-11,2.4269262919542897e-13,3.4321920769616023e-13,5.607476636e-05,ZI,833.0,,1,,,
SWO-06B,SWO-06B,SWO,3.2235e-12,4.9073019542984414e-11,2.8499934516525425e-12,-2.1999949461870118e-13,1.4899965764743028e-12,-2.449993292266847e-12,4.199995743370787e-13,4.901002326352778e-11,1.3780997925089228e-13,1.9489274168696668e-13,5.607476636e-05,ZI,873.0,,1,,,
SWO-06B,SWO-06B,SWO,2.04863e-11,1.8104641570488149e-12,2.0189958812888488e-11,-1.4599970214842143e-12,3.1499935747749956e-12,-4.001347411130932e-14,1.0001045640872183e-14,1.8099942996965787e-12,8.758233528548331e-13,7.99977631065161e-13,5.607476636e-05,P,423.0,498.0,1,,,
SWO-06B,SWO-06B,SWO,1.83826e-11,2.79949134884255e-12,1.8099978112883452e-11,-1.4199982843638518e-12,2.8799965183214466e-12,-2.299571694835631e-13,-1.000264137352512e-14,2.7900128063528563e-12,7.858866835977827e-13,7.28458377369235e-13,5.607476636e-05,P,498.0,548.0,1,,,
SWO-06B,SWO-06B,SWO,1.66016e-11,3.617822857808378e-12,1.636999176065191e-11,-9.899995022405384e-13,2.5799987018896076e-12,-2.200166855838503e-13,9.000147838302032e-14,3.6100047953478325e-12,7.097459753471733e-13,6.477389662249478e-13,5.607476636e-05,P,548.0,598.0,1,,,
SWO-06B,SWO-06B,SWO,1.4336799999999998e-11,5.036313992487714e-12,1.409004573110639e-11,-1.120003636256286e-12,2.400007789592202e-12,-2.4997827740133165e-13,2.999854356444627e-14,5.030016856745016e-12,6.129220135021537e-13,5.789387181689648e-13,5.607476636e-05,P,598.0,648.0,1,,,
SWO-06B,SWO-06B,SWO,1.20022e-11,6.427386781298351e-12,1.1810008396588445e-11,-8.10000576551775e-13,1.9800014087106703e-12,-2.800357272320428e-13,-1.2999611108247095e-13,6.4199674328602194e-12,5.131139857189575e-13,5.358535942077273e-13,5.607476636e-05,P,648.0,713.0,1,,,
SWO-06B,SWO-06B,SWO,9.8257e-12,9.110324673266497e-12,9.599999030091893e-12,-8.799999116303128e-13,1.8999998073066623e-12,-3.4000836326412636e-13,-2.699985671641621e-13,9.09997311748601e-12,4.200649955407142e-13,5.445065303952194e-13,5.607476636e-05,P,713.0,793.0,1,,,
SWO-06B,SWO-06B,SWO,7.0497e-12,1.549807077226643e-11,6.779991138795295e-12,-5.19999319976981e-13,1.8599975685685035e-12,-4.999952544622295e-13,1.9999647956796477e-14,1.5489990394502374e-11,3.013863845897364e-13,7.328917246154945e-13,5.607476636e-05,P,793.0,873.0,1,,,
SWO-06B,SWO-06B,SWO,1.85272e-11,2.8255998920327207e-12,1.8340027778931653e-11,-6.700010142486837e-13,2.5400038482098894e-12,-5.999963574024298e-13,7.999976499642459e-14,2.7600034707513786e-12,7.920685737791628e-13,1.1679900546007436e-12,5.607476636e-05,T,473.0,473.0,1,,,
SWO-06B,SWO-06B,SWO,1.73909e-11,3.780021108742227e-12,1.7089980302033072e-11,-1.3599984330415084e-12,2.919996634971732e-12,-9.986230007567097e-15,-1.000092033259286e-14,3.779994687739594e-12,7.43489861378732e-13,1.059869474498742e-12,5.607476636e-05,T,523.0,523.0,1,,,
SWO-06B,SWO-06B,SWO,1.50242e-11,4.9686011268883494e-12,1.4760045302830298e-11,-7.600023336299674e-13,2.700008287260308e-12,-4.699760659176781e-13,2.4999818574169716e-13,4.940002081245167e-12,6.423095052772626e-13,9.470451080454927e-13,5.607476636e-05,T,573.0,573.0,1,,,
SWO-06B,SWO-06B,SWO,1.2726e-11,6.026181974708419e-12,1.2409956935141933e-11,-9.599966687674262e-13,2.649990804489346e-12,-5.000322981932123e-13,4.3000300725789863e-13,5.989986169167124e-12,5.440576379546627e-13,8.071890850672731e-13,5.607476636e-05,T,623.0,623.0,1,,,
SWO-06B,SWO-06B,SWO,1.09473e-11,8.22408661118099e-12,1.0580038724593767e-11,-9.400034406778227e-13,2.650009699531339e-12,-4.799820588470806e-13,-3.000136979656651e-14,8.210013259989393e-12,4.680152585243658e-13,6.673028320996495e-13,5.607476636e-05,T,673.0,673.0,1,,,
SWO-06B,SWO-06B,SWO,8.139900000000001e-12,1.1054428866674962e-11,7.630032935502618e-12,-7.300031509394593e-13,2.7400118271211484e-12,-5.200020736512258e-13,2.2000021649546466e-13,1.1039999787885734e-11,3.479942454178186e-13,5.123801824025241e-13,5.607476636e-05,T,753.0,753.0,1,,,
SWO-06B,SWO-06B,SWO,5.822800000000001e-12,2.3297593625809492e-11,4.849999988696919e-12,-2.7999999919806866e-13,3.2099999922256984e-12,-1.3200123129051508e-12,-9.999873393356308e-14,2.3259953493082257e-11,2.4893437170221677e-13,3.4321920769616023e-13,5.607476636e-05,T,833.0,833.0,1,,,
SWO-07A,SWO-07A,SWO,2.04608e-11,0.0,1.6019996874937372e-11,-7.599998517752432e-12,1.0209998006716635e-11,0.0,0.0,0.0,8.747331854991955e-13,0.0,5.264150943e-05,ZI,273.0,,1,,,
SWO-07A,SWO-07A,SWO,1.94024e-11,2.33424777668283e-12,1.542998618256892e-11,-7.32999343658927e-12,9.199991760066444e-12,-3.4995310180291013e-13,1.8997777337870625e-13,2.300033468258522e-12,8.29484827491085e-13,1.1730686928205996e-12,5.264150943e-05,ZI,423.0,,1,,,
SWO-07A,SWO-07A,SWO,1.78e-11,3.641612346459362e-12,1.4109979959831933e-11,-6.719990457164025e-12,8.519987898393146e-12,-2.6000328844927516e-13,-1.2999800345668752e-13,3.629991637866139e-12,7.609795658960393e-13,1.076187622778969e-12,5.264150943e-05,ZI,473.0,,1,,,
SWO-07A,SWO-07A,SWO,1.68981e-11,4.086588372789975e-12,1.3399983190466902e-11,-6.429991933262786e-12,8.039989915626756e-12,-4.099770702770853e-13,2.19989006312546e-13,4.06001578415292e-12,7.224218428352731e-13,1.0216587678922077e-12,5.264150943e-05,ZI,498.0,,1,,,
SWO-07A,SWO-07A,SWO,1.58609e-11,5.091799404977584e-12,1.2630036369544238e-11,-6.070017478139918e-12,7.430021394926513e-12,-3.4006645482633483e-13,7.003216678406849e-14,5.079947980289508e-12,6.78079820040477e-13,9.5894967787275e-13,5.264150943e-05,ZI,523.0,,1,,,
SWO-07A,SWO-07A,SWO,1.47054e-11,5.749842611403827e-12,1.1700007822650047e-11,-5.6100037504502515e-12,6.920004626433558e-12,-6.599962744599039e-13,6.899986033425294e-13,5.670008545055253e-12,6.286802757487425e-13,8.890881723603288e-13,5.264150943e-05,ZI,548.0,,1,,,
SWO-07A,SWO-07A,SWO,1.35586e-11,6.677337443499682e-12,1.091997427877892e-11,-4.989988245630671e-12,6.2999851602424045e-12,-3.4999621830647697e-13,3.2999791716844144e-13,6.659987939643624e-12,5.796526709077549e-13,8.197526686635354e-13,5.264150943e-05,ZI,573.0,,1,,,
SWO-07A,SWO-07A,SWO,1.28431e-11,7.05830520071743e-12,1.0190006722533854e-11,-4.800003165750481e-12,6.170004069163997e-12,-7.499943832923574e-13,6.299977146682184e-13,6.990013133822958e-12,5.490638574583945e-13,7.764935538265494e-13,5.264150943e-05,ZI,598.0,,1,,,
SWO-07A,SWO-07A,SWO,1.17825e-11,7.947764763074513e-12,9.129970610875544e-12,-4.769984645684626e-12,5.719981588648847e-12,-7.599901485538114e-13,8.99993679329682e-13,7.859986709940205e-12,5.037214457960721e-13,7.12369700302989e-13,5.264150943e-05,ZI,623.0,,1,,,
SWO-07A,SWO-07A,SWO,9.9725e-12,9.111556296599598e-12,7.919994276110237e-12,-3.659997354295844e-12,4.829996509618666e-12,-5.700002486331942e-13,2.6000011696839965e-13,9.089992178315573e-12,4.2634093937630626e-13,6.029371386608578e-13,5.264150943e-05,ZI,648.0,,1,,,
SWO-07A,SWO-07A,SWO,9.0821e-12,1.0176167238895595e-11,7.140019061301437e-12,-3.5100093701044333e-12,4.380011693595259e-12,-8.100082876195377e-13,2.8000387263478365e-13,1.0140013021651854e-11,3.8827486041710217e-13,5.491035735303863e-13,5.264150943e-05,ZI,673.0,,1,,,
SWO-07A,SWO-07A,SWO,7.736200000000001e-12,1.2350803704082878e-11,6.059974202144984e-12,-2.959987399611161e-12,3.789983865860176e-12,-5.499884421994228e-13,4.599938602998417e-13,1.2329974472752198e-11,3.307353998699404e-13,4.677304880529585e-13,5.264150943e-05,ZI,713.0,,1,,,
SWO-07A,SWO-07A,SWO,6.7536e-12,1.4954436528658576e-11,5.190029184617561e-12,-2.680015070471618e-12,3.3900190626105603e-12,-7.200226684954548e-13,4.600118338299022e-13,1.4930007647662714e-11,2.887276177660388e-13,4.08322512876407e-13,5.264150943e-05,ZI,753.0,,1,,,
SWO-07A,SWO-07A,SWO,5.5852e-12,2.0561122316715824e-11,4.300004069245989e-12,-2.100001987165507e-12,2.88000272540997e-12,-1.2000058595343023e-12,5.000029112766015e-13,2.051998377067457e-11,2.3877657704733473e-13,3.3768107363736504e-13,5.264150943e-05,ZI,793.0,,1,,,
SWO-07A,SWO-07A,SWO,3.9389e-12,3.143066103086938e-11,3.0900331820655047e-12,-1.5100162149514753e-12,1.920020618201208e-12,-1.5900338935883586e-12,8.100165469349002e-13,3.137996364319664e-11,1.6839451753415217e-13,2.3814581052607196e-13,5.264150943e-05,ZI,833.0,,1,,,
SWO-07A,SWO-07A,SWO,1.6081e-12,6.546293975283116e-11,9.590012257611826e-13,-6.470008268577611e-13,1.1170014274986055e-12,-3.059002737060138e-12,1.047001114816829e-12,6.538304651821475e-11,6.874894606277645e-14,9.722569192083485e-14,5.264150943e-05,ZI,873.0,,1,,,
SWO-07A,SWO-07A,SWO,1.94024e-11,1.971439630216314e-12,1.542998618256892e-11,-7.32999343658927e-12,9.199991760066444e-12,-2.000065562800671e-13,2.1000294455932378e-13,1.9499923990387346e-12,8.29484827491085e-13,7.560246483855139e-13,5.264150943e-05,P,423.0,498.0,1,,,
SWO-07A,SWO-07A,SWO,1.68981e-11,3.891263747446087e-12,1.3399983190466902e-11,-6.429991933262786e-12,8.039989915626756e-12,-1.0004078658062652e-13,1.001966515503136e-14,3.889964652733836e-12,7.224218428352731e-13,7.189076563006295e-13,5.264150943e-05,P,498.0,548.0,1,,,
SWO-07A,SWO-07A,SWO,1.47054e-11,4.9505753733991695e-12,1.1700007822650047e-11,-5.6100037504502515e-12,6.920004626433558e-12,-4.599839148260451e-13,2.9999261681442575e-13,4.920021926339807e-12,6.286802757487425e-13,6.594187200116218e-13,5.264150943e-05,P,548.0,598.0,1,,,
SWO-07A,SWO-07A,SWO,1.28431e-11,6.321483518759466e-12,1.0190006722533854e-11,-4.800003165750481e-12,6.170004069163997e-12,-3.4999344975331795e-13,1.4999697153442952e-13,6.3100047045630504e-12,5.490638574583945e-13,5.950389937035968e-13,5.264150943e-05,P,598.0,648.0,1,,,
SWO-07A,SWO-07A,SWO,9.9725e-12,8.723646644468968e-12,7.919994276110237e-12,-3.659997354295844e-12,4.829996509618666e-12,-3.999941190826541e-13,-2.8000119960359404e-13,8.70997214751428e-12,4.2634093937630626e-13,6.027556685150707e-13,5.264150943e-05,P,648.0,713.0,1,,,
SWO-07A,SWO-07A,SWO,7.736200000000001e-12,1.2365836563306466e-11,6.059974202144984e-12,-2.959987399611161e-12,3.789983865860176e-12,-3.3001063919726555e-13,-1.8999422280434875e-13,1.2359972050280884e-11,3.307353998699404e-13,6.803584835720646e-13,5.264150943e-05,P,713.0,793.0,1,,,
SWO-07A,SWO-07A,SWO,5.5852e-12,2.5824623728667852e-11,4.300004069245989e-12,-2.100001987165507e-12,2.88000272540997e-12,-1.3590018264064827e-12,5.470006766810497e-13,2.578303890201481e-11,2.3877657704733473e-13,1.1501564863603554e-12,5.264150943e-05,P,793.0,873.0,1,,,
SWO-07A,SWO-07A,SWO,1.78749e-11,3.641612346459362e-12,1.3939981457814986e-11,-6.819990929139894e-12,8.869988201357648e-12,-2.6000328844927516e-13,-1.2999800345668752e-13,3.629991637866139e-12,7.641816653053434e-13,1.076187622778969e-12,5.264150943e-05,T,473.0,473.0,1,,,
SWO-07A,SWO-07A,SWO,1.5656800000000002e-11,5.091799404977584e-12,1.2279999655290639e-11,-6.009999830736603e-12,7.629999786409424e-12,-3.4006645482633483e-13,7.003216678406849e-14,5.079947980289508e-12,6.693542060292758e-13,9.5894967787275e-13,5.264150943e-05,T,523.0,523.0,1,,,
